2023-11-24T05:39:04.021013+02:00,DHT22_01,25.6,43.6
2023-11-24T05:39:06.151122+02:00,DHT22_01,25.5,43.5
2023-11-24T05:39:08.264800+02:00,DHT22_01,25.6,43.4
2023-11-24T05:39:10.351128+02:00,DHT22_01,25.5,43.4
2023-11-24T05:39:12.584433+02:00,DHT22_01,25.6,43.5
2023-11-24T05:39:14.816846+02:00,DHT22_01,25.6,43.5
2023-11-24T05:39:18.300364+02:00,DHT22_01,25.6,43.4
2023-11-24T05:39:20.470036+02:00,DHT22_01,25.6,43.4
2023-11-24T05:39:22.620467+02:00,DHT22_01,25.6,43.6
2023-11-24T05:39:24.770309+02:00,DHT22_01,25.6,43.6
2023-11-24T05:39:26.804366+02:00,DHT22_01,25.6,43.6
2023-11-24T05:39:28.837033+02:00,DHT22_01,25.6,43.4
2023-11-24T05:39:30.866785+02:00,DHT22_01,25.6,43.3
2023-11-24T05:39:32.962340+02:00,DHT22_01,25.6,43.3
2023-11-24T05:39:35.090784+02:00,DHT22_01,25.6,43.3
2023-11-24T05:39:37.126494+02:00,DHT22_01,25.6,43.4
2023-11-24T05:39:39.207884+02:00,DHT22_01,25.6,43.8
2023-11-24T05:39:41.360108+02:00,DHT22_01,25.6,43.9
2023-11-24T05:39:43.396201+02:00,DHT22_01,25.6,43.8
2023-11-24T05:39:45.458754+02:00,DHT22_01,25.6,43.6
2023-11-24T05:39:47.611400+02:00,DHT22_01,25.6,43.5
2023-11-24T05:39:49.734791+02:00,DHT22_01,25.6,43.5
2023-11-24T05:39:51.760688+02:00,DHT22_01,25.6,43.5
2023-11-24T05:39:53.786429+02:00,DHT22_01,25.6,43.4
2023-11-24T05:39:55.812639+02:00,DHT22_01,25.6,43.4
2023-11-24T05:39:57.850178+02:00,DHT22_01,25.6,43.4
2023-11-24T05:39:59.899233+02:00,DHT22_01,25.6,43.4
2023-11-24T05:40:02.044642+02:00,DHT22_01,25.6,43.4
2023-11-24T05:40:04.168718+02:00,DHT22_01,25.7,43.3
2023-11-24T05:40:06.244265+02:00,DHT22_01,25.7,43.3
2023-11-24T05:40:08.371253+02:00,DHT22_01,25.6,43.2
2023-11-24T05:40:10.441313+02:00,DHT22_01,25.7,43.2
2023-11-24T05:40:12.591540+02:00,DHT22_01,25.6,43.2
2023-11-24T05:40:14.741915+02:00,DHT22_01,25.6,43.2
2023-11-24T05:40:16.777589+02:00,DHT22_01,25.7,43.2
2023-11-24T05:40:18.856235+02:00,DHT22_01,25.7,43.2
2023-11-24T05:40:20.988348+02:00,DHT22_01,25.7,43.2
2023-11-24T05:40:23.241140+02:00,DHT22_01,25.7,43.2
2023-11-24T05:40:25.393802+02:00,DHT22_01,25.7,43.2
2023-11-24T05:40:27.541976+02:00,DHT22_01,25.7,43.1
2023-11-24T05:40:29.796338+02:00,DHT22_01,25.7,43.1
2023-11-24T05:40:32.047196+02:00,DHT22_01,25.7,43.1
2023-11-24T05:40:34.196860+02:00,DHT22_01,25.7,43.1
2023-11-24T05:40:36.245887+02:00,DHT22_01,25.7,43.1
2023-11-24T05:40:38.279115+02:00,DHT22_01,25.7,43.1
2023-11-24T05:40:40.350882+02:00,DHT22_01,25.7,43.0
2023-11-24T05:40:42.492192+02:00,DHT22_01,25.7,43.0
2023-11-24T05:40:44.649776+02:00,DHT22_01,25.7,43.0
2023-11-24T05:40:46.792929+02:00,DHT22_01,25.7,43.0
2023-11-24T05:40:48.820815+02:00,DHT22_01,25.7,43.0
2023-11-24T05:40:50.853780+02:00,DHT22_01,25.7,43.0
2023-11-24T05:40:53.038969+02:00,DHT22_01,25.7,43.0
2023-11-24T05:40:55.189794+02:00,DHT22_01,25.7,42.9
2023-11-24T05:40:57.224957+02:00,DHT22_01,25.7,42.9
2023-11-24T05:40:59.283045+02:00,DHT22_01,25.7,42.9
2023-11-24T05:41:01.317054+02:00,DHT22_01,25.7,42.9
