time,sensor_id,temperature,humidity
2024-02-04 18:47:31.818236 +00:00,1,26.299999237060547,53.29999923706055
2024-02-04 18:47:33.954492 +00:00,1,26.200000762939453,53.29999923706055
2024-02-04 18:47:36.205701 +00:00,1,26.200000762939453,53.400001525878906
2024-02-04 18:47:38.347235 +00:00,1,26.200000762939453,53.400001525878906
2024-02-04 18:47:40.506733 +00:00,1,26.200000762939453,53.5
2024-02-04 18:47:42.658993 +00:00,1,26.200000762939453,53.5
2024-02-04 18:47:44.707615 +00:00,1,26.200000762939453,53.5
2024-02-04 18:47:46.755384 +00:00,1,26.200000762939453,53.599998474121094
2024-02-04 18:47:48.802934 +00:00,1,26.200000762939453,53.599998474121094
2024-02-04 18:47:50.962383 +00:00,1,26.200000762939453,53.70000076293945
2024-02-04 18:47:53.105066 +00:00,1,26.200000762939453,53.599998474121094
2024-02-04 18:47:55.151632 +00:00,1,26.200000762939453,53.5
2024-02-04 18:47:57.176359 +00:00,1,26.200000762939453,53.5
2024-02-04 18:47:59.249872 +00:00,1,26.200000762939453,53.5
2024-02-04 18:48:01.398590 +00:00,1,26.200000762939453,53.599998474121094
2024-02-04 18:48:03.423162 +00:00,1,26.200000762939453,53.70000076293945
2024-02-04 18:48:05.494968 +00:00,1,26.200000762939453,53.70000076293945
2024-02-04 18:48:07.544758 +00:00,1,26.200000762939453,53.70000076293945
2024-02-04 18:48:09.569779 +00:00,1,26.200000762939453,53.70000076293945
2024-02-04 18:48:11.639203 +00:00,1,26.200000762939453,54
2024-02-04 18:48:13.688845 +00:00,1,26.200000762939453,53.79999923706055
2024-02-04 18:48:15.735832 +00:00,1,26.200000762939453,53.70000076293945
2024-02-04 18:48:17.784461 +00:00,1,26.200000762939453,53.599998474121094
2024-02-04 18:48:19.832624 +00:00,1,26.200000762939453,53.599998474121094
2024-02-04 18:48:21.880923 +00:00,1,26.200000762939453,53.5
2024-02-04 18:48:23.929101 +00:00,1,26.200000762939453,53.5
2024-02-04 18:48:25.977172 +00:00,1,26.200000762939453,53.70000076293945
2024-02-04 18:48:28.025465 +00:00,1,26.200000762939453,66.80000305175781
2024-02-04 18:48:30.080438 +00:00,1,26.200000762939453,66.30000305175781
2024-02-04 18:48:32.121947 +00:00,1,26.200000762939453,60.29999923706055
2024-02-04 18:48:34.145336 +00:00,1,26.200000762939453,56.900001525878906
2024-02-04 18:48:36.224751 +00:00,1,26.200000762939453,55.29999923706055
2024-02-04 18:48:38.374050 +00:00,1,26.200000762939453,56.20000076293945
2024-02-04 18:48:40.519522 +00:00,1,26.299999237060547,63.099998474121094
2024-02-04 18:48:42.568974 +00:00,1,26.299999237060547,69.80000305175781
2024-02-04 18:48:44.718660 +00:00,1,26.299999237060547,72.80000305175781
2024-02-04 18:48:46.869379 +00:00,1,26.399999618530273,76.69999694824219
2024-02-04 18:48:49.019594 +00:00,1,26.5,79.9000015258789
2024-02-04 18:48:51.170383 +00:00,1,26.600000381469727,81.9000015258789
2024-02-04 18:48:53.321024 +00:00,1,26.700000762939453,83.0999984741211
2024-02-04 18:48:55.473358 +00:00,1,26.799999237060547,83.5999984741211
2024-02-04 18:48:57.519922 +00:00,1,26.899999618530273,84.0999984741211
2024-02-04 18:48:59.568749 +00:00,1,27.100000381469727,84.4000015258789
2024-02-04 18:49:01.616337 +00:00,1,27.200000762939453,84.5
2024-02-04 18:49:03.767046 +00:00,1,27.299999237060547,84.4000015258789
2024-02-04 18:49:05.919321 +00:00,1,27.5,83.5999984741211
2024-02-04 18:49:07.968914 +00:00,1,27.600000381469727,83.19999694824219
2024-02-04 18:49:10.015753 +00:00,1,27.799999237060547,81.9000015258789
2024-02-04 18:49:12.062097 +00:00,1,27.899999618530273,81.30000305175781
2024-02-04 18:49:14.112212 +00:00,1,28.100000381469727,81.30000305175781
2024-02-04 18:49:16.160545 +00:00,1,28.200000762939453,81.5999984741211
2024-02-04 18:49:18.271437 +00:00,1,28.399999618530273,82
2024-02-04 18:49:20.359335 +00:00,1,28.5,82.4000015258789
2024-02-04 18:49:22.391499 +00:00,1,28.700000762939453,82.69999694824219
2024-02-04 18:49:24.455623 +00:00,1,28.799999237060547,82.9000015258789
2024-02-04 18:49:26.502572 +00:00,1,28.899999618530273,83.0999984741211
2024-02-04 18:49:28.560532 +00:00,1,29,83.0999984741211
2024-02-04 18:49:30.600252 +00:00,1,29.200000762939453,83.0999984741211
2024-02-04 18:49:32.646949 +00:00,1,29.299999237060547,83.19999694824219
2024-02-04 18:49:34.695173 +00:00,1,29.399999618530273,83.30000305175781
2024-02-04 18:49:36.743376 +00:00,1,29.600000381469727,83.5
2024-02-04 18:49:38.791299 +00:00,1,29.700000762939453,83.5999984741211
2024-02-04 18:49:40.839142 +00:00,1,29.799999237060547,83.69999694824219
2024-02-04 18:49:42.887049 +00:00,1,29.899999618530273,83.69999694824219
2024-02-04 18:49:44.908627 +00:00,1,30,83.4000015258789
2024-02-04 18:49:46.928471 +00:00,1,30.100000381469727,83
2024-02-04 18:49:48.966376 +00:00,1,30.200000762939453,82.80000305175781
2024-02-04 18:49:51.077590 +00:00,1,30.299999237060547,82.5999984741211
2024-02-04 18:49:53.230272 +00:00,1,30.399999618530273,82.5999984741211
2024-02-04 18:49:55.380425 +00:00,1,30.5,82.5
2024-02-04 18:49:57.519235 +00:00,1,30.600000381469727,82.0999984741211
2024-02-04 18:49:59.554766 +00:00,1,30.700000762939453,80.9000015258789
2024-02-04 18:50:01.626307 +00:00,1,30.799999237060547,79.69999694824219
2024-02-04 18:50:03.778892 +00:00,1,30.799999237060547,78.69999694824219
2024-02-04 18:50:05.824570 +00:00,1,30.899999618530273,77.0999984741211
2024-02-04 18:50:07.872447 +00:00,1,31,75.69999694824219
2024-02-04 18:50:09.918482 +00:00,1,31.100000381469727,75.5
2024-02-04 18:50:11.966474 +00:00,1,31.200000762939453,76
2024-02-04 18:50:14.118035 +00:00,1,31.200000762939453,76.69999694824219
2024-02-04 18:50:16.268619 +00:00,1,31.299999237060547,77.0999984741211
2024-02-04 18:50:18.314470 +00:00,1,31.399999618530273,76.5
2024-02-04 18:50:20.364326 +00:00,1,31.399999618530273,76.30000305175781
2024-02-04 18:50:22.415813 +00:00,1,31.5,76.19999694824219
2024-02-04 18:50:24.458594 +00:00,1,31.600000381469727,75.69999694824219
2024-02-04 18:50:26.508165 +00:00,1,31.600000381469727,74.80000305175781
2024-02-04 18:50:28.658311 +00:00,1,31.600000381469727,71.19999694824219
2024-02-04 18:50:30.806924 +00:00,1,31.700000762939453,64
2024-02-04 18:50:32.856650 +00:00,1,31.700000762939453,55.70000076293945
2024-02-04 18:50:34.902739 +00:00,1,31.799999237060547,51.79999923706055
2024-02-04 18:50:36.952422 +00:00,1,31.799999237060547,50
2024-02-04 18:50:39.000161 +00:00,1,31.799999237060547,48.900001525878906
2024-02-04 18:50:41.046324 +00:00,1,31.899999618530273,48.099998474121094
2024-02-04 18:50:43.096050 +00:00,1,31.899999618530273,47.5
2024-02-04 18:50:45.142305 +00:00,1,31.899999618530273,47
2024-02-04 18:50:47.191863 +00:00,1,31.899999618530273,46.599998474121094
2024-02-04 18:50:49.239797 +00:00,1,31.899999618530273,46.400001525878906
2024-02-04 18:50:51.273211 +00:00,1,31.899999618530273,46.20000076293945
2024-02-04 18:50:53.302623 +00:00,1,31.899999618530273,46.099998474121094
2024-02-04 18:50:55.350527 +00:00,1,31.899999618530273,46
2024-02-04 18:50:58.420654 +00:00,1,31.899999618530273,45.79999923706055
2024-02-04 18:51:00.916644 +00:00,1,31.899999618530273,45.70000076293945
2024-02-04 18:51:03.175532 +00:00,1,31.799999237060547,45.599998474121094
2024-02-04 18:51:05.419567 +00:00,1,31.799999237060547,45.5
2024-02-04 18:51:07.977222 +00:00,1,31.799999237060547,45.5
2024-02-04 18:51:10.269105 +00:00,1,31.799999237060547,45.5
2024-02-04 18:51:13.135412 +00:00,1,31.700000762939453,45.5
2024-02-04 18:51:15.351673 +00:00,1,31.700000762939453,45.400001525878906
2024-02-04 18:51:17.493134 +00:00,1,31.700000762939453,45.400001525878906
2024-02-04 18:51:19.550572 +00:00,1,31.600000381469727,45.400001525878906
2024-02-04 18:51:21.602584 +00:00,1,31.600000381469727,45.400001525878906
2024-02-04 18:51:23.663908 +00:00,1,31.5,45.400001525878906
2024-02-04 18:51:25.795869 +00:00,1,31.5,45.5
2024-02-04 18:51:27.948082 +00:00,1,31.5,45.599998474121094
2024-02-04 18:51:29.992754 +00:00,1,31.399999618530273,45.599998474121094
2024-02-04 18:51:32.042221 +00:00,1,31.399999618530273,45.599998474121094
2024-02-04 18:51:34.088950 +00:00,1,31.399999618530273,45.70000076293945
2024-02-04 18:51:36.137877 +00:00,1,31.299999237060547,45.70000076293945
2024-02-04 18:51:38.188945 +00:00,1,31.299999237060547,45.70000076293945
2024-02-04 18:51:40.229652 +00:00,1,31.299999237060547,45.79999923706055
2024-02-04 18:51:42.281843 +00:00,1,31.200000762939453,45.70000076293945
2024-02-04 18:51:44.319723 +00:00,1,31.200000762939453,45.70000076293945
2024-02-04 18:51:46.357555 +00:00,1,31.100000381469727,45.599998474121094
2024-02-04 18:51:48.401114 +00:00,1,31.100000381469727,45.5
2024-02-04 18:51:50.472211 +00:00,1,31,45.400001525878906
2024-02-04 18:51:52.931701 +00:00,1,31,45.400001525878906
2024-02-04 18:51:54.978662 +00:00,1,31,45.5
2024-02-04 18:51:57.138735 +00:00,1,30.899999618530273,45.599998474121094
2024-02-04 18:51:59.278568 +00:00,1,30.799999237060547,45.79999923706055
2024-02-04 18:52:01.430613 +00:00,1,30.799999237060547,45.900001525878906
2024-02-04 18:52:03.722746 +00:00,1,30.799999237060547,46
2024-02-04 18:52:05.936304 +00:00,1,30.700000762939453,46.20000076293945
2024-02-04 18:52:08.096773 +00:00,1,30.600000381469727,46.29999923706055
